id,screen_name,name,created_at,full_text,heure,longueur_texte,nombre_mots_cle,Catégorie,Inconfort,Urgence,Sentiment
252,Unealgerienne3,HONEY🐝,2024-07-22 19:29:13+00:00,@ENGIEgroup @ENGIEpartFR @GRDF vous croyez que c’est normal de couper le gaz quand on a 2 enfants en bas âge sans nous prévenir en plus??? Parce que votre sois disant message envoyer le 11/07 il est inexistant.\nFaut arrêter de se foutre de la gueule du monde à un moment https://t.co/3UXSEdP3xY,19:29:13,295,0,Problèmes de facturation,90.0,True,Négatif
253,nicolasvoisin,Nicolas,2024-07-23 15:45:23+00:00,@ENGIEpartFR bonjour. Comment résilier son abonnement quand on a déménagé ? J’essaie de vous joindre depuis un mois 🙁,15:45:23,117,2,Problèmes de facturation,90.0,True,Négatif
254,Lalutotale,La Lu Totale ! 👑,2024-07-23 18:22:47+00:00,45 min au téléphone avec @ENGIEpartFR pour tenter de comprendre leurs tableaux aux intitulés trompeurs pr notre offre qui change au 1er septembre.\nJe fais les calculs avec la dame.\nEn se basant sur notre conso réelle de 2023 : tarif +46% ! 🤬😱\nMais vous êtes malades !!,18:22:47,271,0,Problèmes avec l’application,80.0,False,Négatif
255,cnudde_lila,Liluxe🌼,2024-07-25 00:54:10+00:00,"@ENGIEgroup @ENGIEpartFR \nJe veux bien être gentille, mais les mail à 2h38, pour me dire que vous changer mon échéancier mais en plus vous l’augmenter de 40€, vous vous êtes cru ou ?",00:54:10,183,0,Problèmes de facturation,90.0,True,Négatif
256,KiddoLG,Gemini Josette,2024-07-27 00:07:19+00:00,"@ENGIEgroup @ENGIEpartFR pires escrocs, ça vous dérange pas de faire payer 400€ a une de vos clientes tout simplement parce qu'une de vos salariées n'a pas été capable de faire son travail correctement ? La honte absolue.",00:07:19,221,1,Service client injoignable,90.0,False,Négatif
257,Clem_C9,j,2024-07-29 09:31:02+00:00,Depuis le mois de Juin je demande une facture à mon service client ENGIE. Ma dernière facture date de Septembre 2023. Service client qui se permet de raccrocher au nez de ses clients. Il ne donne aucune solution. À ce jour toujours aucune facture. #engie @ENGIEgroup @ENGIEpartFR,09:31:02,279,3,Service client injoignable,90.0,False,Négatif
258,OceaneLoubiere,👀🍍,2024-07-30 07:36:26+00:00,@ENGIEpartFR Merci d'arrêter de balader les gens!!! Et de faire votre travail \n#escroc,07:36:26,87,0,Problèmes de facturation,90.0,True,Négatif
259,AtosTilny,AtosTilny,2024-07-31 09:24:16+00:00,@ENGIEpartFR bonjour j'aurais besoin d'informations svp,09:24:16,55,0,,,,
260,WeekendParfait,Ganon Nathalie 💋🚜,2024-08-06 08:32:02+00:00,"@ENGIEpartFR  bonjour,  mail de fraude, je ne suis même pas chez vous.\nSouhaitez-vous que je vous fasse suivre ce mail ? https://t.co/QtttYUTmup",08:32:02,145,1,Problèmes de facturation,90.0,True,Négatif
261,Pierrxt,Pierrot,2024-08-06 13:41:04+00:00,"@ENGIEpartSAV hello, possible d’aller en DM ?",13:41:04,45,0,,,,
262,YaakzGaming,Création discord et graphiste,2024-08-08 12:53:07+00:00,"@ENGIEpartFR 2 mois après les remboursements annuels toujours rien de votre part, toutes les 2 semaines on me dit vos remboursements seront dispo dans 2 semaines et on est le 8 août j’ai toujours rien. Franchement organisation à revoir. En attente toujours d’une réponse.",12:53:07,271,2,Problèmes de facturation,90.0,True,Négatif
263,Filiyack,Filiyack 🌈,2024-08-09 08:25:16+00:00,"@ENGIEpartSAV 3 questions :\n1/ impossible de me connecter, alors que je n'ai aucun problème sur les sites d'eau, d'électricité, impôts et autres. La connexion par France Connect ne fonctionne pas non plus pour le site Engie parce que 2/\n2/ je ne reçois aucune facture, alors que",08:25:16,280,2,Problèmes de facturation,90.0,True,Négatif
264,Bochophobe,Bocho',2024-08-10 15:16:49+00:00,@ENGIEpartFR besoin de vous 🫠,15:16:49,29,0,Problèmes de facturation,90.0,True,Négatif
265,vero_absl,vbk🌟 🌹,2024-08-13 10:24:18+00:00,"@ENGIEpartFR dites messieurs, dames, de ENGIE, ça va, pas trop gêner de faire attendre les gens 15 jours pour régulariser un compteur ? Sans deconner",10:24:18,149,1,Problèmes de facturation,90.0,True,Négatif
266,LaurentCREPET,Laurent CREPET,2024-08-20 06:50:06+00:00,Et un phishing/scam de l'espace clients particuliers de @ENGIEpartFR...\nCa ne s'arrêtera jamais. 😭 https://t.co/tePgUl0au1,06:50:06,123,0,Service client injoignable,90.0,False,Négatif
267,SneeZy_IF,SnZ,2024-08-21 07:39:05+00:00,@ENGIEpartFR votre service client est CATASTROPHIQUE ! Une honte !,07:39:05,66,1,Service client injoignable,90.0,False,Négatif
268,RaTaNiXxX,"RataniX, l'enfant des âges farouche",2024-08-21 18:52:24+00:00,Hé @ENGIEpartFR je crois bien que votre site c'est de la merde ! https://t.co/8ibNMU9IHp,18:52:24,88,0,Problèmes de facturation,90.0,True,Négatif
269,Palolo89,Laurent ancien Batdoudou89,2024-08-23 03:05:19+00:00,@ENGIEpartFR bonjour pourriez-vous me dire quand votre application sur téléphone IOs va fonctionner correctement ? Depuis des semaines impossible de connaître la consommation les comparaisons avec les années antérieures ? Merci,03:05:19,227,1,Problèmes avec l’application,80.0,False,Négatif
270,ThomsMrns,J’ai fait caca ce matin !,2024-08-23 09:07:53+00:00,"@ENGIEpartFR faire payer des factures de clôture aux particuliers à cause d’une erreur de votre part , ça vous dérange pas trop ?",09:07:53,129,2,Problèmes de facturation,90.0,True,Négatif
271,B3Izz,B3lz,2024-08-27 07:39:19+00:00,"@ENGIEpartFR bonjour, j’ai besoin de votre aide : \n1 – Le 29 Juillet je reçois l’appel d’un de vos collaborateurs, m’indiquant qu’il y a une anomalie dans mon index de consommation et me demande d’aller faire une relève sur mon compteur gaz. Ce que je fais.",07:39:19,258,0,Problèmes de facturation,90.0,True,Négatif
272,Rio_Alx,Alexandre Rio 🌱,2024-08-27 14:15:50+00:00,"Dis @ENGIEpartFR, ce serait bien que tu arrêtes de m’envoyer par mail le bilan de conso du contrat que j’ai transféré quand j’ai déménagé",14:15:50,137,0,Problèmes de facturation,90.0,True,Négatif
273,doucetreize,13,2024-08-28 19:38:14+00:00,@ENGIEpartFR  j’arrive pas à me connecter à mon application…. C’est vraiment pénible,19:38:14,84,1,,,,
274,yKSwN7vsXJ2ym0E,フロリアン saoif,2024-08-29 15:09:06+00:00,@ENGIEpartSAV petit problème engie en voulant recharger ma voiture j'ai été débité 2 fois https://t.co/r8UF8RNjEa,15:09:06,113,1,Pannes et urgences,100.0,True,Négatif
275,arthur_pcd_,Arthur,2024-08-29 19:55:49+00:00,@ENGIEpartFR me demande 215€ de régularisation ++++ augmentation des mensualités pour l’année suivante de 20€/mois mais on est où là \nJe vivais à 17*C tout l’hiver à faire mon petit citoyen modèle là,19:55:49,200,1,Problèmes de facturation,90.0,True,Négatif
276,PierrOM26,pierrOM⚪️Ⓜ️⚪️Ⓜ️⚪️Ⓜ️,2024-09-01 08:02:01+00:00,@ENGIEpartFR on pourrait dm svp?,08:02:01,32,0,,,,
277,kalzonee,shovely joe,2024-09-05 08:24:40+00:00,"Bonjour @ENGIEpartFR, vous m'avez appelé pour préparer mes régulations de facture. Ca fait 3 mois que vous me facturez 167€ alors que mon contrat est à 46€ et que j'avais demandé à passer à 100 pour anticiper la régulation. Une explication logique autre que ""c'est le systeme""?",08:24:40,277,2,Problèmes de facturation,90.0,True,Négatif
278,pedestresaulion,🦹🏼‍♂️,2024-09-05 15:40:30+00:00,"@ENGIEpartFR @60millions mon compteur Linky envoie des informations erronées à Engie, malgré les relances et appels personne de chez Engie ne daigne se déplacer pour consulter les informations de mon compteur. Engie me débite des factures erronées quels sont mes recours ?",15:40:30,272,0,Problèmes de facturation,90.0,True,Négatif
279,Syl20HDY,Syl20,2024-09-05 18:53:28+00:00,Vos télé conseillers c’est pas possible @ENGIEpartFR le mec m’a limite insulté 😳\nIls sont comment les votre @TotalEnergies ?,18:53:28,125,1,,,,
280,JeanMoulo1,Keny Ouest🇫🇷🇵🇸🇮🇷,2024-09-09 09:49:36+00:00,@ENGIEpartFR SERVICE CLIENT CATASTROPHIQUE 2 MOIS QUE JE COURS APRES 150€ QUE ENGIE ME DOIS,09:49:36,91,2,Service client injoignable,90.0,False,Négatif
281,KergoatMickael,kergoat mickael,2024-09-11 19:30:35+00:00,@lavoixdunord @ENGIEpartFR @ENGIEgroup a dû anticiper la hausse je suis passé de 120 à 350€ par mois en 1 été ……,19:30:35,112,1,Problèmes de facturation,90.0,True,Négatif
282,ricardo54060778,ricardo ricardo,2024-09-16 10:53:50+00:00,@ENGIEpartFR    service déplorable   ...  impossible  d'envoyer un mail   .... trés mecontent,10:53:50,93,1,Service client injoignable,90.0,False,Négatif
283,Dit_Clermont,Ni vu ni connu,2024-09-16 13:56:32+00:00,@ENGIEpartFR Vous m’avez coupé l’électricité alors que je suis insuffisant respiratoire sous oxygène 24/24 avec une machine électrique,13:56:32,134,0,Problèmes avec l’application,80.0,False,Négatif
284,phcayron_cayron,DE CAYRON,2024-09-18 06:18:40+00:00,@ENGIEpartFR Impossible de vous joindre par téléphone m herbecq 0668803463,06:18:40,74,0,Problèmes de facturation,90.0,True,Négatif
285,nico_puent,Nico Puent.,2024-09-18 11:53:07+00:00,"@ENGIEpartFR Bonjour,\nÇa fait des années que j’ai l’application ENGIE. Je n’ai jamais pu m’y connecter, j’ai tout le temps ce massage d’erreur. Si je passe par internet, aucun soucis.\nC’est que chez moi, ou c’est un problème régulier? https://t.co/9RXkIXRH5P",11:53:07,260,3,Problèmes avec l’application,80.0,False,Négatif
286,ric4live,EricE,2024-09-20 13:46:31+00:00,"@ENGIEpartSAV Bonjour, avez-vous un ligne téléphonique de service à la clientèle à laquelle on peut s'adresser en espagnol ? Merci",13:46:31,130,1,Service client injoignable,90.0,False,Négatif
287,TiteSvt,Bzzzz!,2024-09-20 20:32:30+00:00,"@ENGIEpartFR  Le gaz est coupé dans la copropriété pour cause de ""factures impayées"" alors que celles-ci le sont mais n'ont pas été enregistrées comme tel. Plsrs immeubles dans ce cas. Combien de fois cela va-t-il arriver encore ? On nous annonce ""pas d'eau chaude de w-e"" ?!",20:32:30,275,1,Problèmes de facturation,90.0,True,Négatif
288,Sayulim_,Sayulim - on blue sky,2024-09-24 09:08:38+00:00,@EDFetMoi Et les clients déjà chez vous ? Ils doivent contacter @ENGIEpartFR ?,09:08:38,78,0,Service client injoignable,90.0,False,Négatif
289,Aeorru18,Aeorru,2024-09-30 20:29:37+00:00,Plus d'eau chaude sur deux bâtiments du nouveau quartier république raccordés au réseau de chaleur... #Nantes Ça revient quand 😬🥶 @ENGIEpartFR ?,20:29:37,144,0,Problèmes de facturation,90.0,True,Négatif
290,Eno_kel,Enora Keller,2024-10-02 13:32:56+00:00,"3 jours que l’entreprise est sensée me rappeler et ne m’a pas rappelée. Je n’ai toujours pas d’eau chaude. Je prends des douches glaciales tous les jours. L’entreprise nous fait tourner en bourrique. Ma mère a appelé l’entreprise avec son patient chauffagiste pendant 2h ce matin. Les gens au bout du fil n’y connaissent rien en chaudière. Et ils prétendent qu’ils rappellent et ne rappellent pas. Ils m’ont installée n’importe comment mon ballon d’eau chaude et d’après le patient de ma mère y’a des fils qui sont n’importe comment ! Ma mère a payé un accompte pour l’installation et on est comme des connes. Que faire ? Changer d’entreprise ? Je vous invite à ne jamais faire appel à cette entreprise , ça s’appelle ENGIE. Ils vont avoir des avis Google très négatifs de ma part. On est déjà au mois d’octobre et je ne peux pas avoir d’eau chaude, ça dure depuis le mois d’août cette histoire.\n@ENGIEpartFR @ENGIEgroup \n\nC’est un scandale ! Je suis polyhandicapée et je me retrouve à l’eau froide depuis des semaines.",13:32:56,1022,5,Problèmes avec l’application,80.0,False,Négatif
291,ph1823,ph1823,2024-10-03 12:56:34+00:00,"Le mail un peu bugé @ENGIEpartFR et avant on avait un lien pour refusé, visiblement maintenant obligé de téléphoner 😭 https://t.co/NowvOsM207",12:56:34,141,0,Problèmes de facturation,90.0,True,Négatif
292,ronaldimike,ronaldimike,2024-10-03 17:44:47+00:00,@ENGIEpartFR  impossible de vous contacter par mail à chaque fois erreur dans votre formulaire!! possible d'avoir une adresse mail ??? ça commence à me saouler vos arnaques !,17:44:47,174,1,Problèmes de facturation,90.0,True,Négatif
293,SandrineSzelag7,Sandrine Szelagowski,2024-10-03 21:55:05+00:00,@ENGIEpartFR Y a t il des heures creuses,21:55:05,40,0,Problèmes de facturation,90.0,True,Négatif
294,kocherchristia4,kocher christian. je ne me vaccinerai pas.,2024-10-04 08:52:29+00:00,"@ENGIEpartFR @Eno_kel et après vous avez l'audace de m'envoyer des lettres pour me réclamer 3 euros et des poussières ! ça va faire 3 ans ! en me menaçant pour ainsi dire ! si vous croyez que je vais me laissé faire , et payer ! vous faites fausse route avec moi !",08:52:29,264,0,Problèmes avec l’application,80.0,False,Négatif
295,mayottai,Boboalam,2024-10-04 17:21:25+00:00,"@ENGIEpartFR je vais porter plainte , toute la journée vous m’avez dit au téléphone que je me suis rétracté et que c’est bon je suis pas engagé chez vous pour m’envoyer à 18hr un mail de bienvenue avec un contrat que j’ai jamais signé, heureusement j’ai enregistré les 2 appels",17:21:25,277,1,Problèmes avec l’application,80.0,False,Négatif
296,__Kaiden__,Kaiden  #CAILLOTOUT,2024-10-06 00:57:37+00:00,PTDRRRRRRRRRR je change de fournisseur d'électricité et je dois payer 200 BALLES ????? Allez vous faire enculer @ENGIEpartFR !!!\n\nLundi matin ça va vous appelez et croyez moi que je vais pas payer vôtre merde ! 🖕 https://t.co/fEV7AINPIV,00:57:37,238,1,Problèmes de facturation,90.0,True,Négatif
297,meihatsume_com,MEI HATSUME {},2024-10-07 11:45:11+00:00,@ENGIEpartFR est ce que vous réalisez du démarchage dans Nancy cette semaine ?,11:45:11,78,0,Pannes et urgences,100.0,True,Négatif
298,LaurentBauer,Laurent Bauer,2024-10-08 16:15:08+00:00,"Suite de ma journée ""formulaire de contact foireux"" : la zone de commentaire limitée à 200 caractères. Dites @ENGIEpartFR on n'est plus en 1970 à compter les octets, hein... Si je saisis un message c'est que ma demande n'est pas simple.",16:15:08,236,1,Problèmes de facturation,90.0,True,Négatif
299,justdwaeki,𐙚 𝓼𝓮𝓷𝓼𝓮𝓸 合༄.°,2024-10-09 19:32:16+00:00,@enedis_clients cc j’ai plus d’électricité mes voisins non plus on fait comment pitié,19:32:16,85,1,Service client injoignable,90.0,False,Négatif
300,hulyayksl,Hülya,2024-10-10 00:55:35+00:00,Vous êtes littéralement les gens les plus incompétents que j’ai pu croiser @ENGIEpartFR ! J’entre dans ma 3 eme semaines sans eau chaude / chauffage parce que vos services dépannage sont des INCAPABLES ! 3 pièces à changer j’ai l’impression d’avoir demandé l’impossible. Avff,00:55:35,275,0,Service client injoignable,90.0,False,Négatif
301,TheMugibaka,Banana Slip,2024-10-10 06:45:25+00:00,"Coucou @ENGIEpartFR une semaine maintenant que j'ai renvoyé mon devis de réparation pour ma chaudière, une semaine que j'appelle votre plateforme au Maroc avec des gens qui parlent presque pas français et qui récitent leur texte en refusant de me fixer un rdv : BOUGEZ-VOUS",06:45:25,273,1,Problèmes avec l’application,80.0,False,Négatif
302,DommelenMarijke,marijke van dommelen,2024-10-11 07:27:21+00:00,Neem nooit @ENGIEgroup in Nederland.,07:27:21,36,0,Problèmes de facturation,90.0,True,Négatif
303,julien_sarrut,julien sarrut,2024-10-11 16:23:08+00:00,@ENGIEpartFR comment je sais si je suis à prix fixe ou pas?,16:23:08,59,1,,,,
304,Gravelgrinder4,de Vlaamse Leeuw,2024-10-14 09:37:49+00:00,Quand tu pose une question à @ENGIEpartFR sur ta facture on te conseil de résilier pour plus de facilité 😂 c est lunaire #energie #electricité https://t.co/Okgfx7wOiV,09:37:49,166,0,Problèmes de facturation,90.0,True,Négatif
305,prtw01,ROUCHON   Philippe,2024-10-17 06:39:05+00:00,@ENGIEpartFR @ClaireCreation @Le_Figaro bonjour\nj'essaie ce matin de me connecter sur mon compte client pour récupérer la nouvelle facture sans succès \nje suis bloqué sur la reinisialition du mot de passe,06:39:05,206,0,Service client injoignable,90.0,False,Négatif
306,CrypTheo_1,Theo,2024-10-17 07:52:12+00:00,"Intervention du technicien @ENGIEgroup prévu pour ce matin, je reçois un mail dans la matinée qui me confirme un rendez vous le lendemain. Sans mon accord. J’ai pris ma journée exprès pour ce rdv! Quel incompétence et manque de professionnalisme @ENGIEpartFR  @ENGIEgroup",07:52:12,271,0,Problèmes de facturation,90.0,True,Négatif
307,StarkElsachan,Elsa Stark,2024-10-18 08:38:11+00:00,"@ENGIEpartFR Aucune pièce jointe ne souhaite être prise en compte dans mon message de réclamation. Je fais comment ? Pas une question de taille de fichiers, juste une erreur de chargement. Vous me demandez des documents que vous ne pouvez même pas recevoir !!",08:38:11,259,2,Problèmes de facturation,90.0,True,Négatif
308,TudorTomo,Tommy,2024-10-18 09:53:02+00:00,Juste pour info... Nouveaux tarifs @ENGIEpartFR abonnement +9.74%\nPrix KWh +20%\nPrix KWh we +62%\nTranquille...\n@TPMP @60millions @Economie_Gouv @GG_RMC\n#droitdanslemur #taistoietpaye\n#bientotdanslarue https://t.co/clbKhWXyZh,09:53:02,230,0,Pannes et urgences,100.0,True,Négatif
309,finets1710,Finet,2024-10-18 10:37:41+00:00,@ENGIEpartSAV  très mécontente et peu de le dire ! Réparation faite ce matin ! 1/2 heure après en panne impossible de joindre quelqu'un.  On me demande de prendre un rendez-vous alors que déjà 2 réparations en plus de ce matin !!!! HONTEUX,10:37:41,239,1,Problèmes de facturation,90.0,True,Négatif
310,MdameCoquelicot,MdameCoquelicot,2024-10-20 10:47:14+00:00,"L'abonnement de gaz x  2.36 + plage de consommation supérieure alors que j'ai considérablement réduit ma consommation. Ça va, @ENGIEpartFR ?",10:47:14,140,0,Problèmes de facturation,90.0,True,Négatif
311,sowoju_,i want to see bts,2024-10-21 13:46:46+00:00,vraiment @ENGIEpartFR je vous souhaite des mauvais rêves ! comment ça vous nous retirez près de 900€ pour aucune raison? c’est ça vous faites sur votre temps libre?,13:46:46,164,0,Problèmes de facturation,90.0,True,Négatif
312,JulesKonrat,Jules Konrat,2024-10-21 14:52:42+00:00,@ENGIEpartSAV MP,14:52:42,16,0,,,,
313,Nico_Laustriat,Nicolas Laustriat,2024-10-22 08:41:54+00:00,".@EDFofficiel quand vous rendez de l'argent en trop perçu annuellement en 2024, augmenter sans accord  les mensualités du calendrier 2025 de 15% est ce normal ? ca commence à ce voir votre manip de tréso chaque année... et  je vais donc faire une estimation chez @ENGIEpartFR",08:41:54,275,0,Problèmes de facturation,90.0,True,Négatif
314,Cpasmalo,Name,2024-10-22 18:01:14+00:00,@ENGIEpartFR c'est normal qu'on ne puisse pas résilier un contrat ni depuis votre appli ni depuis le site ? Bande d'escrocs et de voleurs !,18:01:14,139,2,Problèmes de facturation,90.0,True,Négatif
315,TheWoolfy67,woolfy,2024-10-22 18:26:42+00:00,"@ENGIEpartFR le démarchage à domicile à 20h15, le démarcheur qui insiste pour qu’on lui donne des informations qui ne le regarde pas et face au refus répond « Mais vous n’êtes quand même pas pour l’augmentation des prix ? ». Maintenant c’est sûr, je ne serais jamais clients",18:26:42,274,1,Service client injoignable,90.0,False,Négatif
316,bif_o,Olivier Biffaud,2024-10-23 15:38:03+00:00,"Je vous déconseille fortement de demander à\n@ENGIEpartSAV @ENGIEpartFR de modifier les coordonnées bancaires d'une personne décédée pour que les prélèvements puissent continuer à se faire, la démarche est vouée à l'échec : les procédures de cette entreprise sont démentielles !",15:38:03,278,0,Problèmes de facturation,90.0,True,Négatif
317,PierreCol,Pierre Col,2024-10-30 05:30:59+00:00,"[ 🧵 sur @ENGIEgroup @ENGIEpartFR ]\n\nDans notre appartement, le gaz de ville sert pour le chauffage et la plaque de cuisson.\n\nOn en consomme donc beaucoup plus de novembre à mars que d'avril à octobre, et pour un total de 700 m3 l'année dernière, qui ont coûté 1069 €. https://t.co/ByIJUkdhtN",05:30:59,295,0,Problèmes de facturation,90.0,True,Négatif
318,John57490,Camu 🇫🇷,2024-10-30 11:30:42+00:00,"100€ d'augmentation de prélèvent par mois soit 1200€ à l'année, faudrait vous mettre d'accord avec le gouvernement, les consos baissent mais les bénéfices doivent rester les mêmes chez. Vous êtes vraiment des voleurs chez @ENGIEpartFR  @ENGIEgroup",11:30:42,247,1,Problèmes avec l’application,80.0,False,Négatif
319,marckisscool,Marc KissCooL,2024-10-30 23:29:39+00:00,En 2024 chez @ENGIEpartFR @ENGIEgroup @EDFofficiel @EDFetMoi plus de basculement d heure. Donc plus d heure creuse plein tarif en bourgogne franche comte depuis dimanche. Ça te facture quand même une amélioration du reseau ...🤫,23:29:39,227,1,Problèmes de facturation,90.0,True,Négatif
320,cestpaskevin,toutlemondedétestekevin,2024-11-04 13:47:44+00:00,Bonjour @ENGIEpartFR est ce normal que l’une de vos conseillères m’harcèle pour me rappeler concernant la note de satisfaction que je lui ai mise? On n’a pas le droit de trouver que le service est nul quand le service a été nul? Ça fait une semaine qu’elle fait que de me relancer,13:47:44,280,3,Service client injoignable,90.0,False,Négatif
321,S_troumph,🤓TiTi😷🤣🤨🫣👍🏈,2024-11-04 16:31:40+00:00,"@ENGIEpartSAV \n@ENGIEpartFR \nBjr\n suis au depourvu\nne peux plus contacter l agence de Lisses (91)😯\nJe ""tombe"" sur une sorte de plateau d appel 😭\nOn me repose toutes les mêmes questions, l' agence aurait été transmise... ""On"" va me rappeler... impossible de savoir quand 😱",16:31:40,277,0,Problèmes de facturation,90.0,True,Négatif
322,belle31650,belle,2024-11-06 10:29:33+00:00,@ENGIEpartFR \nPas fiable votre machin https://t.co/pScOabcrhp,10:29:33,62,0,,,,
323,Mellyninimelo,Glitter B0mb,2024-11-06 13:19:19+00:00,@ENGIEgroup quand t'as un fucking dégâts des eaux depuis 7h du mat ça te laisse bien en attente il est 14h ya de l'eau partout et ON A PAS DE NEWS je vais faire un scandale,13:19:19,172,2,Problèmes de facturation,90.0,True,Négatif
324,GurPier,Thierry Pommier,2024-11-06 17:01:44+00:00,"HONTEUX ENFOIRÉS @ENGIEgroup  🤑🤮🤑🤮🤑🤮🤑🤮 Non seulement ils n'ont pas l'élégance de répondre à leur erreur, n'ayant pas validé une demande de dépose de compteur gaz mais  ils me proposent de le faire moyennant une facturation  50€ alors que c'est gratuit @GRDF 🤑🤮🤑🤮🤑🤮 https://t.co/tdfugvzmAk",17:01:44,288,2,Problèmes de facturation,90.0,True,Négatif
325,KuikuiToyboy,L’incroyable Kuikui,2024-11-11 14:31:39+00:00,"@ENGIEpartFR vous m’expliquez ? Et concernant l’abonnement que je payais aux alentours de 10 euros avant , il y a eu une augmentation drastique de presque 10 euros à partir d’Avril 2024 ! Déjà que je paye 10 euros aussi pour le dépannage chaque mois. https://t.co/eOqRESlUKy",14:31:39,274,1,Problèmes de facturation,90.0,True,Négatif
326,ChtiKev,chtikev,2024-11-12 08:54:36+00:00,@ENGIEpartFR l'arnaque va s'arrêter quand ? Je'ai acheter un feu a petrole je n'allume plus mes radiateurs et +12% de gaz utilisé en plus ?\n@60millions comment on les attaques ? https://t.co/Phgz8YrPvH,08:54:36,202,0,Problèmes de facturation,90.0,True,Négatif
327,pomme_damour__,momo,2024-11-12 17:39:01+00:00,"Ça va @ENGIEgroup on vous dérange pas trop? On change pour un concurrent, il déboule chez moi à 18h pour essayer de nous repêchés pendant 30 min, on lui dit que ça nous intéresse pas et le mec nous parle mal!? Mais ça va pas ? C pas comme ça qu’on va revenir mdr",17:39:01,262,1,Problèmes de facturation,90.0,True,Négatif
328,Reine_Margot2,Chris 𝕏 𝕏 - 🇫🇷 ♱,2024-11-13 12:41:51+00:00,"Sa consommation annuelle étant inchangée vous trouvez normal qu'une personne seule âgée avec une toute petite retraite (en l'occurrence ma mère), soit prélevée sans prévenir de 279 € de taxes pour le  \nGAZ ?  😡\n\n@ENGIEpartFR @ENGIEsolutions",12:41:51,243,0,Problèmes avec l’application,80.0,False,Négatif
329,Stephane51,Steph@Reims 🍾,2024-11-13 17:43:31+00:00,Est ce que quelq’un a déjà réussi à comprendre la grille tarifaire @ENGIEpartFR ? Je dois additionner tous les tableaux pour connaître le prix ttc d’un Kwh ? C’est pas simple pour la comparaison.,17:43:31,195,1,,,,
330,machardch,Machard Christophe,2024-11-13 21:15:03+00:00,"Sympa chez #EngieHomeService\n@ENGIEgroup. Ils annulent le rendez vous le matin même pour changer une pièce. 3 semaines sans chaudière (entretenue par eux).... et pas de nouvelles dates de fixée. Pour les appeler, une plate-forme outre méditerranée.  Le service à la française....",21:15:03,280,2,Service client injoignable,90.0,False,Négatif
331,CeccatoMarion,marionceccatooff 🧡✝️⚜🇨🇵,2024-11-14 08:44:18+00:00,#coupureelectricite dans le 65 !!!! \nÇa revient quand @ENGIEgroup ???,08:44:18,70,0,,,,
332,jeanmarc13069,Jean-Marc,2024-11-15 17:15:08+00:00,"@ENGIEpartFR souscrire un contrat chez vous, c'est recevoir actuellement une nuée d'appels de démarcheurs. Comment empêcher cela ? Merci @ENGIEpartFR pour ce cadeau.",17:15:08,165,0,Problèmes de facturation,90.0,True,Négatif
333,YvesGodard111,Yves Godard,2024-11-17 12:15:06+00:00,@ENGIEpartFR @bymaddyness @sebpialloux Engie et son tarif Elec Référence avec des prix qui ne correspondent en rien au prix que vous paierez...\nDes escrocs.,12:15:06,157,1,Problèmes avec l’application,80.0,False,Négatif
334,Elisaperei46275,🇫🇷🌿Elisapereira #JamaisSansZemmour,2024-11-18 04:38:14+00:00,@ENGIEpartFR    vous pouvez confirmer que c est un mail de phishing ? https://t.co/NOdYL5x49j,04:38:14,93,0,Problèmes de facturation,90.0,True,Négatif
335,off_mehdiDonc,𝕄𝕖𝕙𝕕𝕚𝔻𝕠𝕟𝕔❄️,2024-11-18 11:47:12+00:00,@ENGIEgroup je suis déçu de la simulation qui m'a été fait de votre côté vs me dites une consommation et avec un autre c'est totalement différent ça part mal entre nous !,11:47:12,170,1,Problèmes avec l’application,80.0,False,Négatif
336,NHMITHA,Nila Mitha,2024-11-18 18:09:08+00:00,@ENGIEpartFR @sebpialloux @NicolasCatard @bymaddyness Et un abonnement Gaz qui passe de 266€à 312 €  soit 17% de hausse ! Tout va bien ?,18:09:08,136,0,Problèmes de facturation,90.0,True,Négatif
337,JeanBodin84,Philippe Le Bel 93,2024-11-19 08:20:14+00:00,@ENGIEgroup Merci Engie. Ma facture a étrangement doublé. Merci beaucoup pour tout.,08:20:14,83,0,,,,
338,ConnardAmoureux,no one,2024-11-19 18:52:42+00:00,"@ENGIEpartFR @EDFetMoi . Bonjour, ne sachant pas chez qui sont toutes les personnes impactées : rue Esquirol 75013 : plusieurs logements se retrouvent sans électricité d’un coup depuis 19h28",18:52:42,190,2,Problèmes de facturation,90.0,True,Négatif
339,srkaddict,dominique bergamasco,2024-11-20 05:33:28+00:00,"@ENGIEgroup Vous êtes trop forts: suite à mon déménagement, vous m’envoyez une nouvelle tarification mensuelle incluant le gaz…  que  je  n’ai  plus!",05:33:28,149,0,,,,
340,Chouette78810,Camille Chachou,2024-11-20 15:57:41+00:00,@ENGIEpartFR bonjour imposs de voir la conso directement via l’appli merci alors que je l’ai demandee,15:57:41,101,0,Problèmes de facturation,90.0,True,Négatif
341,Lecroise,Lecroise,2024-11-20 18:11:23+00:00,@ENGIEpartFR \nImpossible de déposer une réclamation pour le service client !,18:11:23,77,1,Service client injoignable,90.0,False,Négatif
342,CedricMartins,Cédric Martins,2024-11-20 20:50:54+00:00,Qui peut contraindre @ENGIEpartFR à écrire que ce n'est pas ma consommation qui va augmenter ma facture mais bien l'augmentation des tarifs ? @UFCquechoisir @dgccrf https://t.co/7toJjB5qrL,20:50:54,188,1,Problèmes de facturation,90.0,True,Négatif
